date,firm_id,equity_price
2020-07-14,AAPL,94.15
2020-07-15,AAPL,94.8
2020-07-16,AAPL,93.63
2020-07-17,AAPL,93.44
2020-07-20,AAPL,95.41
2020-07-21,AAPL,94.09
2020-07-22,AAPL,94.36
2020-07-23,AAPL,90.06
2020-07-24,AAPL,89.84
2020-07-27,AAPL,91.97
2020-07-28,AAPL,90.46
2020-07-29,AAPL,92.19
2020-07-30,AAPL,93.31
2020-07-31,AAPL,103.08
2020-08-03,AAPL,105.67
2020-08-04,AAPL,106.38
2020-08-05,AAPL,106.76
2020-08-06,AAPL,110.49
2020-08-07,AAPL,107.98
2020-08-10,AAPL,109.55
2020-08-11,AAPL,106.29
2020-08-12,AAPL,109.82
2020-08-13,AAPL,111.76
2020-08-14,AAPL,111.66
2020-08-17,AAPL,111.37
2020-08-18,AAPL,112.3
2020-08-19,AAPL,112.44
2020-08-20,AAPL,114.94
2020-08-21,AAPL,120.86
2020-08-24,AAPL,122.31
2020-08-25,AAPL,121.3
2020-08-26,AAPL,122.95
2020-08-27,AAPL,121.48
2020-08-28,AAPL,121.28
2020-08-31,AAPL,125.4
2020-09-01,AAPL,130.39
2020-09-02,AAPL,127.69
2020-09-03,AAPL,117.47
2020-09-04,AAPL,117.55
2020-09-08,AAPL,109.64
2020-09-09,AAPL,114.01
2020-09-10,AAPL,110.29
2020-09-11,AAPL,108.84
2020-09-14,AAPL,112.1
2020-09-15,AAPL,112.28
2020-09-16,AAPL,108.97
2020-09-17,AAPL,107.23
2020-09-18,AAPL,103.82
2020-09-21,AAPL,106.97
2020-09-22,AAPL,108.65
2020-09-23,AAPL,104.1
2020-09-24,AAPL,105.17
2020-09-25,AAPL,109.11
2020-09-28,AAPL,111.72
2020-09-29,AAPL,110.87
2020-09-30,AAPL,112.54
2020-10-01,AAPL,113.49
2020-10-02,AAPL,109.83
2020-10-05,AAPL,113.21
2020-10-06,AAPL,109.97
2020-10-07,AAPL,111.83
2020-10-08,AAPL,111.73
2020-10-09,AAPL,113.67
2020-10-12,AAPL,120.89
2020-10-13,AAPL,117.68
2020-10-14,AAPL,117.77
2020-10-15,AAPL,117.3
2020-10-16,AAPL,115.66
2020-10-19,AAPL,112.71
2020-10-20,AAPL,114.19
2020-10-21,AAPL,113.57
2020-10-22,AAPL,112.48
2020-10-23,AAPL,111.79
2020-10-26,AAPL,111.8
2020-10-27,AAPL,113.31
2020-10-28,AAPL,108.06
2020-10-29,AAPL,112.07
2020-10-30,AAPL,105.79
2020-11-02,AAPL,105.7
2020-11-03,AAPL,107.32
2020-11-04,AAPL,111.71
2020-11-05,AAPL,115.67
2020-11-06,AAPL,115.54
2020-11-09,AAPL,113.23
2020-11-10,AAPL,112.89
2020-11-11,AAPL,116.32
2020-11-12,AAPL,116.05
2020-11-13,AAPL,116.09
2020-11-16,AAPL,117.11
2020-11-17,AAPL,116.22
2020-11-18,AAPL,114.9
2020-11-19,AAPL,115.49
2020-11-20,AAPL,114.22
2020-11-23,AAPL,110.83
2020-11-24,AAPL,112.11
2020-11-25,AAPL,112.95
2020-11-27,AAPL,113.49
2020-11-30,AAPL,115.89
2020-12-01,AAPL,119.46
2020-12-02,AAPL,119.81
2020-12-03,AAPL,119.68
2020-12-04,AAPL,119.0
2020-12-07,AAPL,120.46
2020-12-08,AAPL,121.08
2020-12-09,AAPL,118.55
2020-12-10,AAPL,119.97
2020-12-11,AAPL,119.16
2020-12-14,AAPL,118.55
2020-12-15,AAPL,124.49
2020-12-16,AAPL,124.42
2020-12-17,AAPL,125.28
2020-12-18,AAPL,123.3
2020-12-21,AAPL,124.83
2020-12-22,AAPL,128.38
2020-12-23,AAPL,127.48
2020-12-24,AAPL,128.47
2020-12-28,AAPL,133.06
2020-12-29,AAPL,131.29
2020-12-30,AAPL,130.17
2020-01-02,JPM,119.57
2020-01-03,JPM,118.0
2020-01-06,JPM,117.9
2020-01-07,JPM,115.9
2020-01-08,JPM,116.8
2020-01-09,JPM,117.23
2020-01-10,JPM,116.06
2020-01-13,JPM,117.02
2020-01-14,JPM,118.39
2020-01-15,JPM,116.61
2020-01-16,JPM,117.07
2020-01-17,JPM,117.88
2020-01-21,JPM,116.72
2020-01-22,JPM,116.58
2020-01-23,JPM,116.46
2020-01-24,JPM,113.57
2020-01-27,JPM,112.61
2020-01-28,JPM,114.66
